Popularity Ranking,Common Name,Current Botanical Name,Plant Type,Height,Width,Growth Rate,Deciduous,Evergreen,Flowers,Flowering Season,Sun,Soil,Drainage,Water Requirement,Ease of Care,Max Summer Irrigation,Common uses,Availability in Nurseries,Plant URL,QR Codes
53,Silver Lupine,Lupinus albifrons,Shrub,3.2 - 5 ft(1 - 1.5 m),2 - 3 ft (0.6 - 0.9 m),Fast,Evergreen,"Blue,Lavender,Purple","Winter,Spring,Summer",Full Sun,Occurs in a variety of soils,Fast,Very Low,Very Easy,Max 2x / month once established,"Deer Resistant,Bird Gardens,Butterfly Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Lupinus-albifrons-(),//legacy.calscape.org/qrcodes/Lupinus-albifrons(192)
54,Coffeeberry,Frangula californica,Shrub,6 - 15 ft(1.8 - 4.6 m),5 - 15 ft (1.5 - 4.6 m),Moderate,Evergreen,"Cream,Green,White","Spring,Summer","Full Sun,Part Shade","Tolerates a variety of soils, but some subspecies have specific soil affinities","Fast,Medium","Low,Very Low",Very Easy,Max 2x / month once established,"Bank Stabilization,Hedges,Groundcovers,Deer Resistant,Bird Gardens,Butterfly Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Frangula-californica-(),//legacy.calscape.org/qrcodes/Frangula-californica(192)
55,Farewell To Spring,Clarkia amoena,Annual herb,1.5 - 3.3 ft(0.46 - 1 m),,Fast,,"Lavender,Pink,Purple,Red","Spring,Summer",Full Sun,Tolerates both sandy and clay soils,"Fast,Medium,Slow",Low,Moderately Easy,Max 1x / month once established,"Deer Resistant,Butterfly Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Clarkia-amoena-(),//legacy.calscape.org/qrcodes/Clarkia-amoena(192)
56,Coast Silktassel,Garrya elliptica,Shrub,6 - 16.4 ft(1.8 - 5 m),6 - 10,"Fast,Moderate",Evergreen,"White,Cream,Green",Winter,"Part Shade,Full Sun",Tolerates clay soil,"Fast,Medium,Slow",Very Low,moderately easy,Max 3x / month once established,"Hedges,Deer Resistant",Commonly Available,//legacy.calscape.org/Garrya-elliptica-(),//legacy.calscape.org/qrcodes/Garrya-elliptica(192)
57,Desert Willow,Chilopsis linearis,Shrub,4.9 - 26.3 ft(1.5 - 8 m),10 - 20 ft (3.0 - 6.1 m),"Moderate,Fast",Winter Deciduous,"Purple,Lavender,Pink,White","Spring,Summer,Fall",Full Sun,Prefers sandy or decomposed granite soil with moisture,Fast,Low,Very Easy,Max 3x / month once established,"Hummingbird Gardens,Deer Resistant,Bird Gardens,Butterfly Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Chilopsis-linearis-(),//legacy.calscape.org/qrcodes/Chilopsis-linearis(192)
58,Giant Wildrye,Elymus condensatus,Grasses,3 - 6 ft (0.9 - 1.8 m),2 - 8 ft (0.6 - 2.4 m),Moderate,Evergreen,Brown,,Full Sun,Tolerant of sand and clay,"Fast,Medium,Slow",Very Low,Very Easy,Max 1x / month once established,"Groundcovers,Deer Resistant,Butterfly Gardens",Commonly Available,//legacy.calscape.org/Elymus-condensatus-(),//legacy.calscape.org/qrcodes/Elymus-condensatus(192)
59,St. Catherine's Lace,Eriogonum giganteum,Shrub,1.6 - 5 ft(0.49 - 1.5 m),4 - 10 ft (1.2 - 3.0 m),Fast,"Evergreen,Winter Semi-Deciduous","Cream,Pink,White","Spring,Summer,Fall",Full Sun,"Rocky, gravelly",Fast,Very Low,Very Easy,Max 1x / month once established,"Bank Stabilization,Deer Resistant,Bird Gardens,Butterfly Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Eriogonum-giganteum-(),//legacy.calscape.org/qrcodes/Eriogonum-giganteum(192)
60,Scarlet Monkeyflower,Erythranthe cardinalis,Perennial herb,1.5 - 3 ft(0.46 - 0.9 m),3 ft (0.9 m),"Fast,Moderate",,"Red,Orange","Spring,Summer,Fall","Part Shade,Full Sun",Tolerates sandy and clay soils,"Fast,Medium,Slow,Standing",Moderate - High,Very Easy,Keep moist,"Bee Gardens,Bird Gardens,Bogs and Ponds,Butterfly Gardens,Deer Resistant,Hummingbird Gardens",Commonly Available,//legacy.calscape.org/Erythranthe-cardinalis-(),//legacy.calscape.org/qrcodes/Erythranthe-cardinalis(192)
61,Mexican Flannelbush,Fremontodendron mexicanum,Shrub,6 - 25 ft(1.8 - 7.6 m),25 ft (7.6 m),Fast,Evergreen,"Yellow,Orange",Spring,Full Sun,Must be fast draining,Fast,Low,,Never irrigate once established,"Hedges,Deer Resistant,Bee Gardens",Commonly Available,//legacy.calscape.org/Fremontodendron-mexicanum-(),//legacy.calscape.org/qrcodes/Fremontodendron-mexicanum(192)
62,Del Norte County Iris,Iris innominata,Perennial herb,4.7 - 8.4 in(11.9 - 21.3 cm),,,Evergreen,"Purple,Yellow",Spring,Part Shade,"Neutral or slightly acidic, good drainage",Fast,Low,Moderately Easy,Max 1x / month once established,"Groundcovers,Deer Resistant",Commonly Available,//legacy.calscape.org/Iris-innominata-(),//legacy.calscape.org/qrcodes/Iris-innominata(192)
63,Gumweed,Grindelia stricta var. platyphylla,Perennial herb,1 - 1.6 ft(0.3 - 0.49 m),7 ft (2.1 m),Moderate,Evergreen,Yellow,"Spring,Summer,Fall","Full Sun,Part Shade",Mostly sandy,Fast,Low,Very Easy,Max 3x / month once established,"Groundcovers,Deer Resistant,Butterfly Gardens",Commonly Available,//legacy.calscape.org/Grindelia-stricta-var.-platyphylla-(),//legacy.calscape.org/qrcodes/Grindelia-stricta-var.-platyphylla(192)
64,Cleveland Sage,Salvia clevelandii,Shrub,3 - 4.5 ft(0.9 - 1.4 m),8 ft (2.4 m),"Fast,Moderate",Evergreen,"Blue,Purple,Lavender","Spring,Summer","Part Shade,Full Sun","Tolerant of a variety of soils, although performs better in well-drained soils",Medium,Very Low,"Very Easy,Moderately Easy",Never irrigate once established,"Bank Stabilization,Deer Resistant,Hummingbird Gardens,Bird Gardens,Butterfly Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Salvia-clevelandii-(),//legacy.calscape.org/qrcodes/Salvia-clevelandii(192)
65,White Coast Ceanothus,Ceanothus verrucosus,Shrub,3.5 - 10 ft(1.1 - 3 m),8 ft (2.4 m),Moderate,Evergreen,"Black,Cream,White","Winter,Spring",Full Sun,Often but not always found on eroded gabbro or sandstone soils,"Fast,Medium",Very Low,"Very Easy,Moderately Easy",Max 1x / month once established,"Hedges,Bank Stabilization,Deer Resistant,Bird Gardens,Butterfly Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Ceanothus-verrucosus-(),//legacy.calscape.org/qrcodes/Ceanothus-verrucosus(192)
66,Pajaro Manzanita,Arctostaphylos pajaroensis,Shrub,3.3 - 15 ft(1 - 4.6 m),10,Moderate,Evergreen,"Pink,White","Winter,Spring","Full Sun,Part Shade",Tolerates clay soil but performs best and lives longest in well drained soil,Fast,Very Low,Very Easy,Max 2x / month once established,"Hedges,Deer Resistant,Bird Gardens,Hummingbird Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Arctostaphylos-pajaroensis-(),//legacy.calscape.org/qrcodes/Arctostaphylos-pajaroensis(192)
67,Coulter's Matilija Poppy,Romneya coulteri,Perennial herb,6.6 - 10 ft(2 - 3 m),20 ft (6.1 m),Moderate,Summer Deciduous,"White,Yellow","Spring,Summer",Full Sun,Prefers sandy or gravelly soil with fast drainage,"Fast,Medium",Low,Very Easy,Never irrigate once established,Deer Resistant,Commonly Available,//legacy.calscape.org/Romneya-coulteri-(),//legacy.calscape.org/qrcodes/Romneya-coulteri(192)
68,Deerbrush,Ceanothus integerrimus,Shrub,3.3 - 13.1 ft(1 - 4 m),7 ft (2.1 m),Moderate,"Winter Deciduous,Winter Semi-Deciduous,Evergreen","White,Lavender,Blue","Spring,Winter",Full Sun,Tolerates decomposed granite or clay,"Fast,Medium,Slow","Extremely Low,Very Low",Moderately Easy,Max 2x / month once established,"Bank Stabilization,Bird Gardens,Butterfly Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Ceanothus-integerrimus-(),//legacy.calscape.org/qrcodes/Ceanothus-integerrimus(192)
69,Island Alum Root,Heuchera maxima,Perennial herb,1 - 2 ft(0.3 - 0.6 m),2 ft (0.6 m),Moderate,Evergreen,"Pink,White","Winter,Spring","Full Shade,Part Shade,Full Sun",Prefers sandy/rocky soil with good drainage,"Fast,Medium","Low,Very Low",Very Easy,Max 3x / month once established,"Groundcovers,Hummingbird Gardens,Bird Gardens",Commonly Available,//legacy.calscape.org/Heuchera-maxima-(),//legacy.calscape.org/qrcodes/Heuchera-maxima(192)
70,Mountain Mahogany,Cercocarpus betuloides,Shrub,8 - 20 ft(2.4 - 6.1 m),10 - 12 ft (3.0 - 3.7 m),"Fast,Moderate",Evergreen,"Cream,White","Winter,Spring","Part Shade,Full Sun",adaptable,"Fast,Medium,Slow","Very Low,Low,",Moderately Easy,Max 1x / month once established,"Hedges,Bank Stabilization,Deer Resistant,Bird Gardens,Butterfly Gardens",Commonly Available,//legacy.calscape.org/Cercocarpus-betuloides-(),//legacy.calscape.org/qrcodes/Cercocarpus-betuloides(192)
71,Island Ceanothus,Ceanothus arboreus,Shrub,20 - 30 ft(6.1 - 9.1 m),10 ft (3.0 m),Fast,Evergreen,Blue,"Winter,Spring",Full Sun,Tolerates a variety of soils but does best and lives longest in well drained soil,"Fast,Medium",Very Low,Very Easy,Never irrigate once established,"Bank Stabilization,Bird Gardens,Butterfly Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Ceanothus-arboreus-(),//legacy.calscape.org/qrcodes/Ceanothus-arboreus(192)
72,Early Onion,Allium praecox,Perennial herb,2 - 3 ft(0.6 - 0.9 m),2 - 3,Fast,Summer Deciduous,Pink,"Winter,Spring",Part Shade,"Heavy, damper soil","Medium,Slow",Low,,Max 2x / month once established,Bee Gardens,Sometimes Available,//legacy.calscape.org/Allium-praecox-(),//legacy.calscape.org/qrcodes/Allium-praecox(192)
73,Eastwood Manzanita,Arctostaphylos glandulosa,Shrub,3 - 12 ft(0.9 - 3.7 m),8 ft (2.4 m),Moderate,Evergreen,"Pink,White","Winter,Spring","Full Sun,Part Shade","Often gravelly, decomposed granite soil","Fast,Medium","Very Low,Low",Moderately Easy,Max 2x / month once established,"Bank Stabilization,Groundcovers,Hedges,Bird Gardens,Hummingbird Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Arctostaphylos-glandulosa-(),//legacy.calscape.org/qrcodes/Arctostaphylos-glandulosa(192)
74,Big Saltbush,Atriplex lentiformis,Shrub,3.3 - 10 ft(1 - 3 m),10 ft (3.0 m),"Fast,Moderate",Evergreen,"Yellow,Brown",Summer,Full Sun,"Tolerates a variety of soils, especially alkaline",Medium,Low,Very Easy,Max 2x / month once established,"Bank Stabilization,Hedges,Butterfly Gardens,Bird Gardens",,//legacy.calscape.org/Atriplex-lentiformis-(),//legacy.calscape.org/qrcodes/Atriplex-lentiformis(192)
75,Coyote Bush,Baccharis pilularis,Shrub,1.5 - 10 ft(0.46 - 3 m),12 ft (3.7 m),"Fast,Moderate",Evergreen,"Yellow,Cream,White","Spring,Winter,Summer,Fall","Full Sun, Part Shade","Tolerant of a variety of soils including sand, clay and alkaline","Fast,Medium,Slow","Very Low,Low",Very Easy,Max 1x / week once established,"Bank Stabilization,Groundcovers,Hedges,Butterfly Gardens,Deer Resistant,Bird Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Baccharis-pilularis-(),//legacy.calscape.org/qrcodes/Baccharis-pilularis(192)
76,Black Sage,Salvia mellifera,Shrub,3 - 6 ft(0.9 - 1.8 m),3 - 10 ft (0.9 - 3.0 m),Moderate,"Evergreen,Summer Semi-Deciduous,Summer Deciduous, ","Blue,Lavender,White","Winter,Spring,Summer",Full Sun,Tolerates a variety of soils although it is happier with good drainage,"Fast,Medium","Extremely Low,Very Low",Very Easy,"Max 1x / month once established,Never irrigate once established","Bank Stabilization,Groundcovers,Hedges,Deer Resistant,Bird Gardens,Butterfly Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Salvia-mellifera-(),//legacy.calscape.org/qrcodes/Salvia-mellifera(192)
77,Big Leaf Maple,Acer macrophyllum,Tree,30 - 114.8 ft(9.1 - 35 m),65 ft (19.8 m),Fast,Winter Deciduous,"Yellow,Pink","Spring,Winter","Part Shade,Full Sun","Prefers clay or loamy soil, tolerates sandy soil","Fast,Medium,Slow",Moderate - High,moderately easy,Keep moist,"Bird Gardens,Deer Resistant,Butterfly Gardens",Commonly Available,//legacy.calscape.org/Acer-macrophyllum-(),//legacy.calscape.org/qrcodes/Acer-macrophyllum(192)
78,Vine Hill Manzanita,Arctostaphylos densiflora,Shrub,3.3 ft(1 m),6 ft (1.8 m),Moderate,Evergreen,"Pink,White","Winter,Spring",Full Sun,Tolerates a variety of soils but performs best in a well-drained loam,"Fast,Medium","Very Low,Low",Very Easy,Max 2x / month once established,"Hedges,Bird Gardens,Deer Resistant,Butterfly Gardens,Hummingbird Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Arctostaphylos-densiflora-(),//legacy.calscape.org/qrcodes/Arctostaphylos-densiflora(192)
79,Mock Orange,Philadelphus lewisii,Shrub,4.9 - 12 ft(1.5 - 3.7 m),6 ft (1.8 m),Moderate,Winter Deciduous,"White,Yellow","Spring,Summer","Full Sun, Part Shade","Well-drained soils that are coarse to medium (rich, loamy) textured",Medium,Very Low,Very Easy,Max 3x / month once established,"Hedges,Deer Resistant,Butterfly Gardens",Sometimes Available,//legacy.calscape.org/Philadelphus-lewisii-(),//legacy.calscape.org/qrcodes/Philadelphus-lewisii(192)
80,Sulphur Buckwheat,Eriogonum umbellatum,Perennial herb,0.33 - 7 ft(0.1 - 2.1 m),5 ft (1.5 m),"Moderate,Slow",Evergreen,Yellow,"Summer,Fall",Full Sun,Prefers sandy or gravelly soil with fast drainage,"Fast,Medium",Very Low,Very Easy,Max 3x / month once established,"Deer Resistant,Bird Gardens,Butterfly Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Eriogonum-umbellatum-(),//legacy.calscape.org/qrcodes/Eriogonum-umbellatum(192)
81,Desert Ceanothus,Ceanothus greggii,Shrub,3.5 - 7 ft(1.1 - 2.1 m),7 ft (2.1 m),Moderate,Evergreen,"Blue,White","Spring,Winter",Full Sun,Generally well drained such as decomposed granite,"Fast,Medium",Extremely Low,Moderately Easy,Max 2x / month once established,"Bank Stabilization,Hedges,Bird Gardens,Butterfly Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Ceanothus-greggii-(),//legacy.calscape.org/qrcodes/Ceanothus-greggii(192)
82,Box Elder,Acer negundo,Tree,35 - 66 ft(10.7 - 20.1 m),40,Fast,Winter Deciduous,"White,Cream","Spring,Winter","Part Shade,Full Sun",Tolerates a variety of soils as long as adequate moisture is present,"Medium,Slow",Moderate - High,Moderately Easy,Max 1x / week once established,"Bird Gardens,Deer Resistant,Butterfly Gardens",,//legacy.calscape.org/Acer-negundo-(),//legacy.calscape.org/qrcodes/Acer-negundo(192)
83,Giant Coreopsis,Leptosyne gigantea,"Shrub,Succulent",3.3 - 8 ft(1 - 2.4 m),2 - 4 ft (0.6 - 1.2 m),Moderate,"Summer Deciduous,Winter Deciduous",Yellow,"Winter,Spring",Full Sun,Prefers sand or sandstone,"Fast,Medium","Extremely Low,Very Low",Moderately Easy,Never irrigate once established,"Bank Stabilization,Hedges,Bee Gardens",Commonly Available,//legacy.calscape.org/Leptosyne-gigantea-(),//legacy.calscape.org/qrcodes/Leptosyne-gigantea(192)
84,Point Reyes Ceanothus,Ceanothus gloriosus,Shrub,3 - 7 ft(0.9 - 2.1 m),3 - 7 ft (0.9 - 2.1 m),Moderate,Evergreen,"Blue,Lavender,Pink,Purple","Winter,Spring",Part Shade,Prefers beach sand,Fast,Very Low,Very Easy,Max 3x / month once established,"Bank Stabilization,Groundcovers,Hedges,Deer Resistant,Bird Gardens,Butterfly Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Ceanothus-gloriosus-(),//legacy.calscape.org/qrcodes/Ceanothus-gloriosus(192)
85,Sand Dune Sedge,Carex pansa,Grasses,0.7 - 1.3 ft(0.21 - 0.4 m),,,Evergreen,"Cream,Brown",,Full Sun,Prefers beach sand,"Fast,Medium",Low,Moderately Easy,Max 1x / month once established,"Groundcovers,Deer Resistant",,//legacy.calscape.org/Carex-pansa-(),//legacy.calscape.org/qrcodes/Carex-pansa(192)
86,Catalina Currant,Ribes viburnifolium,Shrub,2 - 3 ft(0.6 - 0.9 m),8,"Moderate,Fast",Evergreen,"Purple,Red,Pink","Spring,Winter",Part Shade,Tolerates a variety of soils as long as adequate drainage is provided,Medium,Very Low,Very Easy,Max 1x / month once established,"Bank Stabilization,Groundcovers,Deer Resistant,Bird Gardens,Hummingbird Gardens,Butterfly Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Ribes-viburnifolium-(),//legacy.calscape.org/qrcodes/Ribes-viburnifolium(192)
87,Bristly Matilija Poppy,Romneya trichocalyx,Perennial herb,3.5 - 7 ft(1.1 - 2.1 m),20 ft (6.1 m),Moderate,Summer Deciduous,"White,Yellow","Spring,Summer",Full Sun,Prefers sandy or gravelly soil with fast drainage,"Fast,Medium",Low,,Never irrigate once established,,Sometimes Available,//legacy.calscape.org/Romneya-trichocalyx-(),//legacy.calscape.org/qrcodes/Romneya-trichocalyx(192)
88,Del Mar Manzanita,Arctostaphylos glandulosa ssp. crassifolia,Shrub,.5 - 8 ft (0.2 - 2.4 m),6 ft (1.8 m),Moderate,Evergreen,"Cream,Pink","Winter,Spring","Part Shade,Full Sun",This subspecies prefers eroded sandstone soils of marine deposits that are typical of coastal San Diego County,"Fast,Medium",Very Low,,Max 2x / month once established,"Bank Stabilization,Groundcovers,Bird Gardens,Hummingbird Gardens,Bee Gardens",Sometimes Available,//legacy.calscape.org/Arctostaphylos-glandulosa-ssp.-crassifolia-(),//legacy.calscape.org/qrcodes/Arctostaphylos-glandulosa-ssp.-crassifolia(192)
89,Thickleaf Yerba Santa,Eriodictyon crassifolium,Shrub,3.3 - 10 ft(1 - 3 m),3 - 6 ft (0.9 - 1.8 m),"Fast,Moderate","Evergreen,Summer Semi-Deciduous","Lavender,Brown",Spring,Full Sun,Frequently in eroded sandstone or granitic soils,"Fast,Medium",Low,Very Easy,Max 1x / month once established,"Hedges,Butterfly Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Eriodictyon-crassifolium-(),//legacy.calscape.org/qrcodes/Eriodictyon-crassifolium(192)
90,California Copperleaf,Acalypha californica,Shrub,1.5 - 3 ft(0.46 - 0.9 m),5 ft (1.5 m),Slow,Evergreen,"Pink,Red,White","Winter,Spring",Full Sun,Typically decomposed granite or sand,Fast,"Extremely Low,Very Low",,Max 1x / month once established,,Sometimes Available,//legacy.calscape.org/Acalypha-californica-(),//legacy.calscape.org/qrcodes/Acalypha-californica(192)
91,California Buckwheat,Eriogonum fasciculatum,"Perennial herb,Shrub",1 - 6.6 ft (0.3 - 2.0 m),3 ft (0.9 m),"Fast,Slow",Evergreen,"Yellow,Cream,Pink,White","Summer,Spring,Fall",Full Sun,Prefers loamy soils,"Fast,Medium,Slow","Extremely Low,Very Low",Very Easy,"Max 1x / month once established,Never irrigate once established","Bank Stabilization,Bee Gardens,Bird Gardens,Butterfly Gardens,Deer Resistant,Groundcovers",Commonly Available,//legacy.calscape.org/Eriogonum-fasciculatum-(),//legacy.calscape.org/qrcodes/Eriogonum-fasciculatum(192)
92,Hollyleaf Redberry,Rhamnus ilicifolia,Shrub,1 - 9 ft(0.3 - 2.7 m),3 - 9 ft (0.9 - 2.7 m),Slow,Evergreen,"Yellow,Cream","Winter,Spring","Full Sun,Part Shade",Tolerates a variety of soils but prefers rocky well-drained soil,"Fast,Medium","Extremely Low,Very Low",Very Easy,Max 1x / month once established,"Bank Stabilization,Hedges,Deer Resistant,Bird Gardens,Butterfly Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Rhamnus-ilicifolia-(),//legacy.calscape.org/qrcodes/Rhamnus-ilicifolia(192)
93,Valley Oak,Quercus lobata,Tree,60 - 100 ft(18.3 - 30.5 m),50 ft (15.2 m),"Fast,Moderate",Winter Deciduous,"Yellow,Cream,Green","Spring,Winter",Full Sun,"Prefers deep, rich soil but can utilize other soils if moisture is sufficient",Medium,Low,Very Easy,Max 2x / month once established,"Deer Resistant,Bird Gardens,Butterfly Gardens",Commonly Available,//legacy.calscape.org/Quercus-lobata-(),//legacy.calscape.org/qrcodes/Quercus-lobata(192)
94,Bladderpod,Peritoma arborea,Shrub,1.6 - 6.6 ft(0.49 - 2 m),6 ft (1.8 m),Fast,Evergreen,Yellow,"Spring,Summer,Fall,Winter",Full Sun,Prefers well-drained soils such as sand or decomposed granite,Fast,"Very Low,Low",Very Easy,Max 1x / month once established,"Bank Stabilization,Deer Resistant,Bird Gardens,Hummingbird Gardens,Butterfly Gardens",Commonly Available,//legacy.calscape.org/Peritoma-arborea-(),//legacy.calscape.org/qrcodes/Peritoma-arborea(192)
95,White Alder,Alnus rhombifolia,Tree,49.2 - 82 ft(15 - 25 m),35 ft (10.7 m),Fast,Winter Deciduous,"Green,Cream","Fall,Summer","Full Sun,Part Shade",Tolerant of sand and clay,"Fast,Medium,Slow",Moderate - High,,Keep moist,"Bird Gardens,Butterfly Gardens",Commonly Available,//legacy.calscape.org/Alnus-rhombifolia-(),//legacy.calscape.org/qrcodes/Alnus-rhombifolia(192)
96,California Goldenrod,Solidago velutina ssp. californica,Perennial herb,1.5 - 5 ft(0.46 - 1.5 m),,Fast,Evergreen,Yellow,"Summer,Fall","Full Sun,Part Shade",Tolerates a variety of soils,Medium,"Very Low,Low",Very Easy,"Max 1x / month once established,Max 2x / month once established","Groundcovers,Butterfly Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Solidago-velutina-ssp.-californica-(),//legacy.calscape.org/qrcodes/Solidago-velutina-ssp.-californica(192)
97,Fuchsiaflower Gooseberry,Ribes speciosum,Shrub,6 - 10 ft(1.8 - 3 m),3 - 8 ft (0.9 - 2.4 m),Fast,"Summer Deciduous,Summer Semi-Deciduous","Red,Pink","Winter,Spring","Full Shade,Part Shade",All different kinds. Avoid summer water in clay soils.,"Medium,Slow","Very Low,Low",Moderately Easy,Max 1x / month once established,"Deer Resistant,Bird Gardens,Hummingbird Gardens,Butterfly Gardens,Bee Gardens",Commonly Available,//legacy.calscape.org/Ribes-speciosum-(),//legacy.calscape.org/qrcodes/Ribes-speciosum(192)
